USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
MT,30107,1719560,Wheatland County,3684213378,13010925,1422.483,5.024,46.497047,-109.857147
MT,30109,1696629,Wibaux County,2301427764,1756850,888.586,0.678,46.962966,-104.274518
MT,30111,1719558,Yellowstone County,6819683757,40851911,2633.095,15.773,45.936987,-108.276656
NE,31001,835823,Adams County,1458869089,2481410,563.273,0.958,40.520632,-98.500044
NE,31003,835824,Antelope County,2220183811,3558463,857.218,1.374,42.183225,-98.058037
NE,31005,835825,Arthur County,1852760329,7644719,715.355,2.952,41.571944,-101.695898
NE,31007,835826,Banner County,1932676935,397069,746.211,0.153,41.53975,-103.726263
NE,31009,835827,Blaine County,1840655370,9443900,710.681,3.646,41.92523,-99.990771
NE,31011,835828,Boone County,1778164057,1718583,686.553,0.664,41.703934,-98.070476
NE,31013,835991,Box Butte County,2785005881,6588657,1075.297,2.544,42.21038,-103.081779
NE,31015,835829,Boyd County,1398425586,11890320,539.935,4.591,42.894448,-98.773022
NE,31017,835830,Brown County,3163293928,9814399,1221.355,3.789,42.359562,-99.92392
NE,31019,835831,Buffalo County,2507357642,18914607,968.096,7.303,40.855226,-99.074983
NE,31021,835832,Burt County,1273201441,14186180,491.586,5.477,41.854179,-96.337746
NE,31023,835833,Butler County,1514884892,15309110,584.9,5.911,41.226072,-97.132039
NE,31025,835834,Cass County,1443779582,21872205,557.446,8.445,40.909878,-96.140609
NE,31027,835835,Cedar County,1917398594,14335219,740.312,5.535,42.604511,-97.256824
NE,31029,835836,Chase County,2316533577,7978174,894.419,3.08,40.53039,-101.694192
NE,31031,835837,Cherry County,15437761321,126677223,5960.553,48.91,42.571323,-101.047653
NE,31033,835838,Cheyenne County,3098367773,292549,1196.287,0.113,41.214236,-103.011929
NE,31035,835839,Clay County,1482222907,3234878,572.289,1.249,40.523669,-98.05105
NE,31037,835840,Colfax County,1066165102,12606715,411.649,4.867,41.57496,-97.088945
NE,31039,835841,Cuming County,1477895811,10447360,570.619,4.034,41.915865,-96.788517
NE,31041,835842,Custer County,6670698531,932956,2575.571,0.36,41.393893,-99.726866
NE,31043,835843,Dakota County,684416193,8199775,264.255,3.166,42.391645,-96.561356
NE,31045,835844,Dawes County,3616823755,11921995,1396.464,4.603,42.711214,-103.134872
NE,31047,835845,Dawson County,2623947385,16371626,1013.112,6.321,40.867378,-99.815154
NE,31049,835846,Deuel County,1139208969,2230956,439.851,0.861,41.111903,-102.332609
NE,31051,835847,Dixon County,1233434227,17271581,476.232,6.669,42.48528,-96.855862
NE,31053,835848,Dodge County,1369377419,36983845,528.72,14.28,41.577008,-96.645853
NE,31055,835849,Douglas County,850772343,28132018,328.485,10.862,41.297091,-96.154066
NE,31057,835850,Dundy County,2381955215,3046330,919.678,1.176,40.180165,-101.681133
NE,31059,835851,Fillmore County,1490202786,2989990,575.371,1.154,40.52504,-97.596705
NE,31061,835852,Franklin County,1491355770,487899,575.816,0.188,40.183203,-98.96208
NE,31063,835853,Frontier County,2524180468,14212842,974.592,5.488,40.530947,-100.406683
NE,31065,835854,Furnas County,1862542307,3915843,719.132,1.512,40.191865,-99.909663
NE,31067,835855,Gage County,2205274215,22014404,851.461,8.5,40.255234,-96.683453
NE,31069,835856,Garden County,4414047809,68874632,1704.273,26.593,41.633364,-102.302985
NE,31071,835857,Garfield County,1475757743,4125559,569.793,1.593,41.906868,-98.951231
NE,31073,835858,Gosper County,1186616236,11831826,458.155,4.568,40.509095,-99.823206
NE,31075,835859,Grant County,2010407809,18130867,776.223,7,41.913957,-101.755965
NE,31077,835860,Greeley County,1475804184,2188873,569.811,0.845,41.567571,-98.530565
NE,31079,835861,Hall County,1414817883,15229247,546.264,5.88,40.866027,-98.502664
NE,31081,835862,Hamilton County,1403528265,7341100,541.905,2.834,40.872817,-98.022329
NE,31083,835863,Harlan County,1433471290,53339808,553.466,20.595,40.178766,-99.403418
NE,31085,835864,Hayes County,1846821514,570786,713.062,0.22,40.537234,-101.047963
NE,31087,835865,Hitchcock County,1838742723,22103380,709.943,8.534,40.176896,-101.044217
NE,31089,835866,Holt County,6248082957,13201503,2412.398,5.097,42.459287,-98.784766
NE,31091,835867,Hooker County,1867683338,882994,721.117,0.341,41.9187,-101.11681
NE,31093,835868,Howard County,1474578442,16199404,569.338,6.255,41.216851,-98.513342
NE,31095,835869,Jefferson County,1476728674,14239894,570.168,5.498,40.175736,-97.143103
NE,31097,835870,Johnson County,973968227,1766531,376.051,0.682,40.39501,-96.265367
NE,31099,835871,Kearney County,1337063628,274634,516.243,0.106,40.50912,-98.947602
NE,31101,835872,Keith County,2749565257,124671559,1061.613,48.136,41.194245,-101.644449
NE,31103,835873,Keya Paha County,2002258342,2192458,773.076,0.847,42.87548,-99.718351
NE,31105,835874,Kimball County,2465269098,1448446,951.846,0.559,41.199274,-103.703153
NE,31107,835875,Knox County,2870614961,81251136,1108.351,31.371,42.634404,-97.891349
NE,31109,835876,Lancaster County,2169240202,22877180,837.548,8.833,40.783547,-96.688658
NE,31111,835877,Lincoln County,6640907003,28630225,2564.069,11.054,41.050322,-100.744481
NE,31113,835878,Logan County,1477985406,1203586,570.653,0.465,41.542155,-100.443665
NE,31115,835879,Loup County,1471707073,7275368,568.229,2.809,41.897665,-99.509776
NE,31117,835881,McPherson County,2224742895,2680669,858.978,1.035,41.648414,-101.120851
NE,31119,835880,Madison County,1483396631,7013730,572.743,2.708,41.909929,-97.606856
NE,31121,835882,Merrick County,1258350314,28301129,485.852,10.927,41.169801,-98.031051
NE,31123,835883,Morrill County,3687727802,15598670,1423.84,6.023,41.732204,-102.990594
NE,31125,835884,Nance County,1143826264,17085923,441.634,6.597,41.402385,-97.991408
NE,31127,835885,Nemaha County,1055100609,5769943,407.377,2.228,40.385236,-95.853056
NE,31129,835886,Nuckolls County,1489645187,1718484,575.155,0.664,40.176492,-98.046842
NE,31131,835887,Otoe County,1594475628,8775373,615.631,3.388,40.637992,-96.131027
NE,31133,835888,Pawnee County,1116478188,4852361,431.075,1.874,40.13785,-96.245225
NE,31135,835889,Perkins County,2287828000,2840176,883.335,1.097,40.857646,-101.627468
NE,31137,835890,Phelps County,1398048578,1646534,539.79,0.636,40.516365,-99.406557
NE,31139,835891,Pierce County,1484707285,3481943,573.249,1.344,42.271413,-97.610992
NE,31141,835892,Platte County,1745758248,27319783,674.041,10.548,41.576866,-97.513467
NE,31143,835893,Polk County,1135309850,5947394,438.346,2.296,41.187925,-97.570663
NE,31145,835894,Red Willow County,1856984023,2643458,716.986,1.021,40.16942,-100.468576
NE,31147,835895,Richardson County,1429258642,7077617,551.84,2.733,40.123743,-95.718603
NE,31149,835896,Rock County,2611500852,8807750,1008.306,3.401,42.394749,-99.420851
NE,31151,835897,Saline County,1486698708,5934626,574.018,2.291,40.516802,-97.131755
NE,31153,835898,Sarpy County,619058303,22023421,239.02,8.503,41.115064,-96.109125
NE,31155,835899,Saunders County,1943097564,24827641,750.234,9.586,41.223152,-96.640923
NE,31157,835900,Scotts Bluff County,1915039161,15437668,739.401,5.961,41.850331,-103.701549
NE,31159,835901,Seward County,1479990669,11547536,571.428,4.459,40.871944,-97.140383
NE,31161,835902,Sheridan County,6321831894,74941797,2440.873,28.935,42.512289,-102.36828
NE,31163,835903,Sherman County,1465489243,15062146,565.829,5.816,41.218743,-98.972849
NE,31165,835904,Sioux County,5352525304,1872668,2066.622,0.723,42.470612,-103.732111
NE,31167,835905,Stanton County,1108381539,7908771,427.949,3.054,41.905045,-97.177109
NE,31169,835906,Thayer County,1486153354,3025340,573.807,1.168,40.173845,-97.596263
NE,31171,835907,Thomas County,1846268434,2028358,712.848,0.783,41.84862,-100.506911
NE,31173,835908,Thurston County,1019377255,6458660,393.584,2.494,42.154061,-96.533943
NE,31175,835909,Valley County,1471237003,6242699,568.048,2.41,41.564094,-98.983484
NE,31177,835910,Washington County,1009985946,8387724,389.958,3.239,41.533973,-96.224577
NE,31179,835911,Wayne County,1147143904,1087702,442.915,0.42,42.210746,-97.126243
NE,31181,835912,Webster County,1489017969,337241,574.913,0.13,40.180646,-98.49859
NE,31183,835913,Wheeler County,1489739734,1059454,575.192,0.409,41.922578,-98.520851
NE,31185,835914,York County,1482793517,8595590,572.51,3.319,40.873056,-97.596742
NV,32001,858638,Churchill County,12770148576,242405502,4930.582,93.593,39.53771,-118.264165
NV,32003,863600,Clark County,20438834319,438841388,7891.478,169.438,36.214257,-115.013812
NV,32005,858643,Douglas County,1838162296,72317570,709.718,27.922,38.905129,-119.609019
NV,32007,857664,Elko County,44471193293,85747701,17170.424,33.107,41.141133,-115.351424
NV,32009,858641,Esmeralda County,9277052939,18552011,3581.89,7.163,37.778966,-117.632382
NV,32011,858640,Eureka County,10814963933,11082875,4175.681,4.279,39.977788,-116.272208
NV,32013,863310,Humboldt County,24969524844,44196979,9640.788,17.065,41.407914,-118.127591
NV,32015,863368,Lander County,14219255502,76103226,5490.085,29.384,39.90021,-117.04724
NV,32017,863992,Lincoln County,27540364862,9802713,10633.395,3.785,37.634605,-114.863037
NV,32019,858645,Lyon County,5183310353,59602530,2001.287,23.013,39.022213,-119.197425
NV,32021,858644,Mineral County,9719802099,155746685,3752.837,60.134,38.516647,-118.416279
NV,32023,863599,Nye County,47091002405,43207981,18181.938,16.683,37.965864,-116.459011
NV,32027,858646,Pershing County,15634723159,79934451,6036.601,30.863,40.439639,-118.409477
NV,32029,858642,Storey County,680962190,1871089,262.921,0.722,39.438385,-119.524646
NV,32031,858608,Washoe County,16323089034,621162127,6302.38,239.832,40.734015,-119.662272
NV,32033,858615,White Pine County,22985054689,54678877,8874.58,21.112,39.418234,-114.900605
NV,32510,863219,Carson City,374669606,32587484,144.661,12.582,39.15306,-119.747379
NH,33001,873174,Belknap County,1036582285,177039289,400.227,68.355,43.519109,-71.425366
NH,33003,873175,Carroll County,2411467696,158924712,931.073,61.361,43.867567,-71.201665
NH,33005,873176,Cheshire County,1830365875,57990894,706.708,22.39,42.925455,-72.248217
NH,33007,873177,Coos County,4648216850,90773914,1794.687,35.048,44.652419,-71.289383
NH,33009,873178,Grafton County,4425926973,105375540,1708.86,40.686,43.926498,-71.842337
NH,33011,873179,Hillsborough County,2269346872,41478107,876.2,16.015,42.911643,-71.723101
NH,33013,873180,Merrimack County,2419397118,57788836,934.134,22.312,43.299485,-71.68013
NH,33015,873181,Rockingham County,1799732526,259591042,694.881,100.229,42.988583,-71.098988
NH,33017,873182,Strafford County,955401999,39157533,368.883,15.119,43.293172,-71.035889
NH,33019,873183,Sullivan County,1391587914,38070571,537.295,14.699,43.361188,-72.222084
NJ,34001,882270,Atlantic County,1439256827,300767732,555.7,116.127,39.469354,-74.633758
NJ,34003,882271,Bergen County,603605810,35276008,233.054,13.62,40.959698,-74.074727
NJ,34005,882272,Burlington County,2068300220,55071387,798.575,21.263,39.875786,-74.663006
NJ,34007,882273,Camden County,573077187,15607750,221.266,6.026,39.802352,-74.961251
NJ,34009,882274,Cape May County,651209688,955666476,251.433,368.985,39.086142,-74.847716
NJ,34011,882275,Cumberland County,1252937239,502091171,483.762,193.858,39.328387,-75.121644
NJ,34013,882276,Essex County,326923172,8819138,126.226,3.405,40.7874,-74.246292
NJ,34015,882277,Gloucester County,834029457,39256273,322.021,15.157,39.722825,-75.145548
NJ,34017,882278,Hudson County,119573183,41957227,46.167,16.2,40.731375,-74.078601
NJ,34019,882228,Hunterdon County,1108086745,24897574,427.835,9.613,40.565283,-74.911969
NJ,34021,882229,Mercer County,581629671,11189320,224.568,4.32,40.282503,-74.703724
NJ,34023,882230,Middlesex County,800430391,35670780,309.048,13.773,40.439613,-74.407579
NJ,34025,882910,Monmouth County,1213170996,509997774,468.408,196.911,40.287048,-74.152446
NJ,34027,882231,Morris County,1192173860,55314215,460.301,21.357,40.858581,-74.547427
NJ,34029,882279,Ocean County,1628693208,742185053,628.842,286.559,39.865669,-74.258864
NJ,34031,882232,Passaic County,480898988,32017797,185.676,12.362,41.03789,-74.29828
NJ,34033,882233,Salem County,859872501,104455871,331.999,40.331,39.573828,-75.357356
NJ,34035,882234,Somerset County,781584258,7882445,301.771,3.043,40.565522,-74.61993
NJ,34037,882236,Sussex County,1341722616,43476185,518.042,16.786,41.13744,-74.69184
NJ,34039,882235,Union County,266425133,6573926,102.867,2.538,40.659871,-74.308696
NJ,34041,882237,Warren County,924474633,15273016,356.942,5.897,40.853524,-75.009542
NM,35001,1702363,Bernalillo County,3006515443,16485169,1160.822,6.365,35.054002,-106.669064
NM,35003,929108,Catron County,17932266958,14191043,6923.687,5.479,33.901858,-108.392088
NM,35005,1702364,Chaves County,15708996045,25507630,6065.278,9.849,33.361604,-104.469837
NM,35006,933051,Cibola County,11757111073,5799905,4539.446,2.239,34.93205,-108.000374
NM,35007,929117,Colfax County,9733541309,26310385,3758.141,10.158,36.612962,-104.640126
NM,35009,933053,Curry County,3638239993,8177773,1404.732,3.157,34.572984,-103.346055
NM,35011,933054,De Baca County,6015539696,29159492,2322.613,11.259,34.359273,-104.368696
NM,35013,929109,Do�a Ana County,9862379062,17584926,3807.886,6.79,32.350912,-106.832182
NM,35015,936829,Eddy County,10815081659,56440148,4175.727,21.792,32.45787,-104.306479
NM,35017,915980,Grant County,10260552064,15353565,3961.621,5.928,32.732087,-108.381504
NM,35019,929111,Guadalupe County,7848985805,2890381,3030.51,1.116,34.869782,-104.784968
NM,35021,933055,Harding County,5504944920,1154360,2125.471,0.446,35.85958,-103.851495
NM,35023,929106,Hidalgo County,8901447444,23652065,3436.868,9.132,31.898052,-108.751929
NM,35025,1702365,Lea County,11372051343,8468321,4390.774,3.27,32.795687,-103.413271
NM,35027,929116,Lincoln County,12512499478,564282,4831.103,0.218,33.740941,-105.449083
NM,35028,1702366,Los Alamos County,282741305,229939,109.167,0.089,35.870047,-106.307968
NM,35029,933057,Luna County,7679791940,431978,2965.184,0.167,32.184523,-107.747191
NM,35031,929107,McKinley County,14114968741,14130257,5449.82,5.456,35.583878,-108.253266
NM,35033,1702367,Mora County,5001920023,6079130,1931.252,2.347,35.982841,-104.921898
NM,35035,929104,Otero County,17128142410,37012231,6613.213,14.291,32.588776,-105.781079
NM,35037,929110,Quay County,7444355026,18734849,2874.282,7.234,35.107018,-103.548071
NM,35039,1702368,Rio Arriba County,15179502714,91455675,5860.839,35.311,36.509669,-106.693983
NM,35041,1702369,Roosevelt County,6339211624,18703747,2447.583,7.222,34.021457,-103.482725
NM,35043,929113,Sandoval County,9610446197,13701836,3710.614,5.29,35.685071,-106.882619
NM,35045,936844,San Juan County,14279077920,65425890,5513.183,25.261,36.511624,-108.324578
NM,35047,929114,San Miguel County,12213734849,51380262,4715.75,19.838,35.476859,-104.803519
NM,35049,933322,Santa Fe County,4945412532,3645423,1909.435,1.408,35.514324,-105.965771
NM,35051,1702370,Sierra County,10823675584,148054792,4179.045,57.164,33.119461,-107.188153
NM,35053,1702371,Socorro County,17214577127,5360180,6646.586,2.07,33.991658,-106.939136
NM,35055,933056,Taos County,5705972272,3385844,2203.088,1.307,36.576529,-105.637986
NM,35057,929112,Torrance County,8662894973,2301139,3344.763,0.888,34.554979,-105.890558
NM,35059,929115,Union County,9903448673,18467790,3823.743,7.13,36.488085,-103.475723
NM,35061,933052,Valencia County,2761400130,5433597,1066.183,2.098,34.71684,-106.806582
NY,36001,974099,Albany County,1354074936,27170401,522.811,10.491,42.58824,-73.97401
NY,36003,974100,Allegany County,2665875175,13153776,1029.3,5.079,42.247853,-78.026153
NY,36005,974101,Bronx County,108910661,39682657,42.051,15.322,40.848711,-73.852939
NY,36007,974102,Broome County,1827924125,25248477,705.765,9.748,42.161977,-75.830283
NY,36009,974103,Cattaraugus County,3388637065,36604688,1308.36,14.133,42.239095,-78.662335
NY,36011,974104,Cayuga County,1791214123,445685237,691.592,172.08,43.008546,-76.574587
NY,36013,974105,Chautauqua County,2745973929,1139483687,1060.227,439.957,42.304216,-79.407595
NY,36015,974106,Chemung County,1055038636,8874334,407.353,3.426,42.15528,-76.747179
NY,36017,974107,Chenango County,2314302567,13138247,893.557,5.073,42.478024,-75.602241
NY,36019,974108,Clinton County,2688025812,206355551,1037.853,79.674,44.752712,-73.705643
NY,36021,974109,Columbia County,1643936648,35063635,634.728,13.538,42.247729,-73.626806
NY,36023,974110,Cortland County,1291815778,7112822,498.773,2.746,42.594039,-76.07624
NY,36025,974111,Delaware County,3735954321,64714610,1442.46,24.986,42.193986,-74.966728
NY,36027,974112,Dutchess County,2060686537,76954190,795.636,29.712,41.75477,-73.740041
NY,36029,974113,Erie County,2700574449,476962888,1042.698,184.156,42.752759,-78.778192
NY,36031,974114,Essex County,4647128961,315962092,1794.267,121.994,44.109601,-73.778431
NY,36033,974115,Franklin County,4219273083,177028893,1629.071,68.351,44.594376,-74.31067
NY,36035,974116,Fulton County,1283235709,96916405,495.46,37.42,43.115609,-74.423678
NY,36037,974117,Genesee County,1276697994,6142605,492.936,2.372,43.00091,-78.192778
NY,36039,974118,Greene County,1676140490,28201061,647.161,10.888,42.28697,-74.149542
NY,36041,974119,Hamilton County,4447998050,234194434,1717.382,90.423,43.657879,-74.502456
NY,36043,974120,Herkimer County,3655845535,120374346,1411.53,46.477,43.571009,-74.841097
NY,36045,974121,Jefferson County,3285858287,1524359917,1268.677,588.559,43.996516,-76.052902
NY,36047,974122,Kings County,180813778,69955570,69.813,27.01,40.635045,-73.95064
NY,36049,974123,Lewis County,3301310792,39609924,1274.643,15.293,43.782681,-75.44414
NY,36051,974124,Livingston County,1636256622,22006106,631.762,8.497,42.727485,-77.769779
NY,36053,974125,Madison County,1696091560,16670528,654.865,6.437,42.910026,-75.663575
NY,36055,974126,Monroe County,1702167181,1837631519,657.21,709.514,43.464475,-77.664656
NY,36057,974127,Montgomery County,1044067737,18598434,403.117,7.181,42.900891,-74.435357
NY,36059,974128,Nassau County,737654579,436841861,284.81,168.666,40.729612,-73.589414
NY,36061,974129,New York County,58678310,28554415,22.656,11.025,40.776642,-73.970187
NY,36063,974130,Niagara County,1352887119,1598842045,522.353,617.316,43.456731,-78.792142
NY,36065,974131,Oneida County,3140136085,117113272,1212.413,45.218,43.242727,-75.434282
NY,36067,974132,Onondaga County,2016071016,70469619,778.409,27.208,43.006516,-76.196134
NY,36069,974133,Ontario County,1668118116,47817330,644.064,18.462,42.856357,-77.303497
NY,36071,974134,Orange County,2102290059,69792820,811.699,26.947,41.40241,-74.306252
NY,36073,974135,Orleans County,1013366848,1103756066,391.263,426.163,43.502287,-78.229726
NY,36075,974136,Oswego County,2464745364,933505961,951.644,360.429,43.461443,-76.209258
NY,36077,974137,Otsego County,2594415308,36387176,1001.709,14.049,42.629776,-75.028841
NY,36079,974138,Putnam County,596504170,41282800,230.312,15.939,41.427904,-73.743882
NY,36081,974139,Queens County,281708062,179390933,108.768,69.263,40.658566,-73.838017
NY,36083,974140,Rensselaer County,1689791584,33569458,652.432,12.961,42.710421,-73.513845
NY,36085,974141,Richmond County,150679985,114256059,58.178,44.115,40.561263,-74.1399
NY,36087,974142,Rockland County,449372977,66914608,173.504,25.836,41.154639,-74.024645
NY,36089,977309,St. Lawrence County,6942148461,365344549,2680.379,141.06,44.488112,-75.074311
NY,36091,974143,Saratoga County,2097880381,87571838,809.996,33.812,43.106135,-73.855387
NY,36093,974144,Schenectady County,529856263,12600388,204.579,4.865,42.817539,-74.043548
NY,36095,974145,Schoharie County,1610503573,11676949,621.819,4.508,42.591294,-74.438172
NY,36097,974146,Schuyler County,850379110,36246374,328.333,13.995,42.419776,-76.938603
NY,36099,974147,Seneca County,838403626,172828921,323.709,66.73,42.782294,-76.827088
NY,36101,974148,Steuben County,3601566799,34993606,1390.573,13.511,42.266725,-77.385525
NY,36103,974149,Suffolk County,2361348753,3785039071,911.722,1461.412,40.943554,-72.692218
NY,36105,974150,Sullivan County,2507457324,74040948,968.135,28.587,41.719993,-74.771577
NY,36107,974151,Tioga County,1343192586,11059913,518.61,4.27,42.178057,-76.297456
NY,36109,974152,Tompkins County,1229335864,43793070,474.649,16.909,42.453003,-76.473481
NY,36111,974153,Ulster County,2911755155,94599666,1124.235,36.525,41.947216,-74.265458
NY,36113,974154,Warren County,2245411085,167428334,866.958,64.644,43.555105,-73.838139
NY,36115,974155,Washington County,2152712416,38127086,831.167,14.721,43.312377,-73.439428
NY,36117,974156,Wayne County,1563903158,2018183253,603.826,779.225,43.458758,-77.063164
NY,36119,974157,Westchester County,1115031350,179949077,430.516,69.479,41.15277,-73.745912
NY,36121,974158,Wyoming County,1535218840,9158424,592.751,3.536,42.701363,-78.228567
NY,36123,974159,Yates County,875785686,97504774,338.143,37.647,42.638237,-77.104324
NC,37001,1008531,Alamance County,1098038862,27933266,423.955,10.785,36.043954,-79.400573
NC,37003,1008532,Alexander County,673318901,9433708,259.97,3.642,35.920951,-81.177467
NC,37005,1008533,Alleghany County,608802906,3853005,235.06,1.488,36.489356,-81.132299
NC,37007,1008534,Anson County,1376453082,14612922,531.452,5.642,34.974996,-80.109959
NC,37009,1008535,Ashe County,1103726590,8074535,426.151,3.118,36.443469,-81.499334
NC,37011,1008536,Avery County,639940038,375485,247.082,0.145,36.07209,-81.920285
NC,37013,1026333,Beaufort County,2143053946,338699480,827.438,130.773,35.482313,-76.842014
NC,37015,1026334,Bertie County,1811097685,108727749,699.269,41.98,36.059043,-76.962364
NC,37017,1026336,Bladen County,2264613777,33109959,874.372,12.784,34.591938,-78.539489
NC,37019,1026340,Brunswick County,2199317866,520213818,849.161,200.856,34.038754,-78.227765
NC,37021,1008538,Buncombe County,1700784191,8968963,656.676,3.463,35.609371,-82.530426
NC,37023,1008539,Burke County,1313431561,20607589,507.119,7.957,35.746182,-81.70618
NC,37025,1008540,Cabarrus County,936926639,7005082,361.749,2.705,35.388369,-80.552694
NC,37027,1008541,Caldwell County,1221349796,7115667,471.566,2.747,35.957915,-81.530002
NC,37029,1026335,Camden County,623037914,180406784,240.556,69.655,36.342344,-76.162488
NC,37031,1026337,Carteret County,1311157125,2160964137,506.241,834.353,34.858313,-76.526967
NC,37033,1008542,Caswell County,1100481969,8622997,424.898,3.329,36.394298,-79.339609
NC,37035,1008543,Catawba County,1032688076,38052773,398.723,14.692,35.66045,-81.212848
NC,37037,1008544,Chatham County,1767036794,71417554,682.257,27.574,35.704994,-79.251454
NC,37039,1008545,Cherokee County,1179560304,29250735,455.431,11.294,35.136232,-84.061309
NC,37041,1025822,Chowan County,446701190,157537228,172.472,60.825,36.128979,-76.602752
NC,37043,1008546,Clay County,556215917,15199024,214.756,5.868,35.052997,-83.752264
NC,37045,1008547,Cleveland County,1202562646,10201818,464.312,3.939,35.33463,-81.557114
NC,37047,1026339,Columbus County,2425879801,43576659,936.637,16.825,34.261602,-78.639308
NC,37049,1026123,Craven County,1836193050,168875961,708.958,65.203,35.118179,-77.082541
NC,37051,1026124,Cumberland County,1689893433,15269777,652.472,5.896,35.050192,-78.828719
NC,37053,1026125,Currituck County,678206439,685661625,261.857,264.735,36.372174,-75.941224
NC,37055,1026133,Dare County,992626969,3054395166,383.255,1179.309,35.606269,-75.767536
NC,37057,1008548,Davidson County,1431435906,37142820,552.681,14.341,35.795131,-80.207107
NC,37059,1008549,Davie County,683500924,7616445,263.901,2.941,35.929355,-80.542552
NC,37061,1026132,Duplin County,2113896314,14230328,816.18,5.494,34.934403,-77.933543
NC,37063,1008550,Durham County,740762056,30708529,286.01,11.857,36.033822,-78.87812
NC,37065,1008551,Edgecombe County,1308595511,3616270,505.252,1.396,35.917055,-77.602655
NC,37067,1008552,Forsyth County,1057167073,11709671,408.175,4.521,36.132466,-80.256961
NC,37069,1008553,Franklin County,1273423252,7322093,491.671,2.827,36.088241,-78.28309
NC,37071,1008554,Gaston County,922062221,20957604,356.01,8.092,35.293344,-81.177256
NC,37073,1026126,Gates County,881747778,13578051,340.445,5.243,36.442135,-76.702355
NC,37075,1008555,Graham County,756452129,24827675,292.068,9.586,35.348364,-83.830915
NC,37077,1008556,Granville County,1374998243,14526326,530.89,5.609,36.299884,-78.657634
NC,37079,1008557,Greene County,688750822,1220439,265.928,0.471,35.481959,-77.681688
NC,37081,1008558,Guilford County,1672507324,30732171,645.759,11.866,36.079065,-79.788665
NC,37083,1008559,Halifax County,1875375079,18371242,724.086,7.093,36.251438,-77.644842
NC,37085,1008560,Harnett County,1540982455,16387527,594.977,6.327,35.368635,-78.87161
NC,37087,1008561,Haywood County,1434071556,2414518,553.698,0.932,35.557099,-82.972823
NC,37089,1008562,Henderson County,966284831,5559438,373.085,2.147,35.336415,-82.479741
NC,37091,1026127,Hertford County,914421714,18891657,353.06,7.294,36.363517,-76.981616
NC,37093,1008563,Hoke County,1012029629,4012386,390.747,1.549,35.017233,-79.241964
NC,37095,1008564,Hyde County,1586697529,2101506396,612.627,811.396,35.408157,-76.153687
NC,37097,1008565,Iredell County,1487206095,59953033,574.214,23.148,35.806355,-80.874539
NC,37099,1008566,Jackson County,1271085173,9779083,490.769,3.776,35.279929,-83.122478
NC,37101,1026327,Johnston County,2048950607,11395639,791.104,4.4,35.5134,-78.367311
NC,37103,1026338,Jones County,1219129318,6493541,470.708,2.507,35.032268,-77.356195
NC,37105,1008567,Lee County,660335366,10582970,254.957,4.086,35.476336,-79.172117
NC,37107,1008568,Lenoir County,1037491246,5802376,400.578,2.24,35.240068,-77.63551
NC,37109,1008569,Lincoln County,771709959,23522687,297.959,9.082,35.488502,-81.226975
NC,37111,1025836,McDowell County,1141169556,13956785,440.608,5.389,35.682232,-82.048029
NC,37113,1025833,Macon County,1335302153,10722085,515.563,4.14,35.152959,-83.421901
NC,37115,1025834,Madison County,1164217335,4836812,449.507,1.868,35.864078,-82.712731
NC,37117,1026328,Martin County,1194550416,751154,461.219,0.29,35.841059,-77.112867
NC,37119,1008570,Mecklenburg County,1355622646,58038574,523.409,22.409,35.246862,-80.833832
NC,37121,1008571,Mitchell County,573522064,1679903,221.438,0.649,36.013102,-82.163554
NC,37123,1008572,Montgomery County,1273731471,25909694,491.79,10.004,35.334415,-79.906602
NC,37125,1008573,Moore County,1807460825,20689517,697.865,7.988,35.308272,-79.492725
NC,37127,1008574,Nash County,1399639558,6132521,540.404,2.368,35.965945,-77.987555
NC,37129,1026329,New Hanover County,496660826,353919000,191.762,136.649,34.177875,-77.869674
NC,37131,1008575,Northampton County,1389757167,36301279,536.588,14.016,36.421774,-77.398352
NC,37133,1026341,Onslow County,1975580950,370722552,762.776,143.137,34.763109,-77.499469
NC,37135,1008576,Orange County,1030776926,8970158,397.985,3.463,36.06253,-79.119995
NC,37137,1023355,Pamlico County,871740860,596135141,336.581,230.169,35.147575,-76.665268
NC,37139,1026330,Pasquotank County,587633387,162010040,226.887,62.552,36.265184,-76.260696
NC,37141,1026129,Pender County,2252361372,162975112,869.642,62.925,34.512556,-77.888106
NC,37143,1025841,Perquimans County,640243032,211775431,247.199,81.767,36.180897,-76.403244
NC,37145,1008577,Person County,1015343286,31216352,392.026,12.053,36.386336,-78.965644
NC,37147,1008578,Pitt County,1687873422,8114836,651.692,3.133,35.592965,-77.373138
NC,37149,1008579,Polk County,615839220,1964035,237.777,0.758,35.277901,-82.167621
NC,37151,1008580,Randolph County,2024583495,19823317,781.696,7.654,35.709915,-79.806215
NC,37153,1008581,Richmond County,1227298020,15684085,473.862,6.056,35.004636,-79.755695
NC,37155,1026130,Robeson County,2457924449,5110085,949.01,1.973,34.63921,-79.100881
NC,37157,1008582,Rockingham County,1464773685,18526383,565.552,7.153,36.381806,-79.782754
NC,37159,1008583,Rowan County,1324152127,31929858,511.258,12.328,35.641329,-80.521722
NC,37161,1008584,Rutherford County,1460866914,4676879,564.044,1.806,35.402747,-81.919582
